example_id,conversation_id,customer_message,conversation_context,true_intent,expected_action,escalation_reason,notes,timestamp,brand,reference_brand_response
gold_122,10003900,@AppleSupport my MacBook Pro order still says processing after 14 days. This is so frustrating.,customer: @AppleSupport following up — no change | brand: @USER Sorry it is not resolved yet. Let's try the next step.,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 14:47:00 +0000 2017,AppleSupport,@USER We cannot see your order from this public thread. Please DM the order number and the email used at checkout (not your password) so a specialist can check shipping status.
gold_123,10003826,@AppleSupport can I change the shipping address on my Apple TV order? not shipped yet,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 10:37:00 +0000 2017,AppleSupport,@USER We cannot see your order from this public thread. Please DM the order number and the email used at checkout (not your password) so a specialist can check shipping status.
gold_124,10003986,@AppleSupport I need to cancel my AirPods order before it ships. site errors,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 18:05:00 +0000 2017,AppleSupport,"@USER Missing accessories or a cancelled-but-charged order needs the sales record. Please DM order number + last four of the payment method, never the full card."
gold_125,10003714,@AppleSupport missing AirPods / charger in the AirPods box I just opened,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 05:22:00 +0000 2017,AppleSupport,@USER We cannot see your order from this public thread. Please DM the order number and the email used at checkout (not your password) so a specialist can check shipping status.
gold_126,10003710,@AppleSupport preorder iPad Pro slipped from launch week to sometime next month,customer: @AppleSupport following up — no change | brand: @USER Thanks for the extra detail. We are still looking at this with you.,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 05:55:00 +0000 2017,AppleSupport,"@USER Missing accessories or a cancelled-but-charged order needs the sales record. Please DM order number + last four of the payment method, never the full card."
gold_127,10003724,@AppleSupport the Apple TV I received has a damaged box and dents on the corner,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 05:50:00 +0000 2017,AppleSupport,"@USER Missing accessories or a cancelled-but-charged order needs the sales record. Please DM order number + last four of the payment method, never the full card."
gold_128,10004054,@AppleSupport the iPhone X I received has a damaged box and dents on the corner,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 21:14:00 +0000 2017,AppleSupport,"@USER Damaged delivery: please photograph the box and serial if visible, and DM the order number. Do not continue setup if you want a replacement review. We cannot approve a replacement here."
gold_129,10004908,@AppleSupport love the packaging. that is the tweet,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Tue Oct 10 13:08:00 +0000 2017,AppleSupport,"@USER Thanks. If you need help with an Apple device, reply with the issue and the model."
gold_130,10005366,@AppleSupport please follow me back,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 10:29:00 +0000 2017,AppleSupport,"@USER We cannot comment on other companies' plans or school filters. For an Apple product question, we are listening."
gold_131,10005294,@AppleSupport can you tell Verizon to give me a better plan,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Third-party / off-topic; other. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 07:06:00 +0000 2017,AppleSupport,"@USER We are here for product support rather than store crowds, carriers, or rumors. If something on your device is broken, tell us the model and iOS version."
gold_132,10004834,@AppleSupport why is the store in my mall so crowded on Saturday,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Tue Oct 10 09:38:00 +0000 2017,AppleSupport,"@USER We are here for product support rather than store crowds, carriers, or rumors. If something on your device is broken, tell us the model and iOS version."
gold_133,10005026,@AppleSupport I lost a bet and have to tweet you. nothing is wrong,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Tue Oct 10 18:37:00 +0000 2017,AppleSupport,"@USER We cannot comment on other companies' plans or school filters. For an Apple product question, we are listening."
gold_134,10004930,@AppleSupport your commercials are better than the phones,customer: @AppleSupport following up — no change | brand: @USER Sorry it is not resolved yet. Let's try the next step.,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Tue Oct 10 14:51:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If you have a specific product issue, send a few details (device + what you see on screen) and we will try to help."
gold_135,10005338,@AppleSupport this is a tweet about Android being cheaper. thoughts?,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 09:12:00 +0000 2017,AppleSupport,"@USER Thanks. If you need help with an Apple device, reply with the issue and the model."
gold_136,10005156,@AppleSupport please follow me back,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 00:41:00 +0000 2017,AppleSupport,"@USER We cannot comment on other companies' plans or school filters. For an Apple product question, we are listening."
gold_137,10004888,@AppleSupport this is a tweet about Android being cheaper. thoughts?,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Tue Oct 10 12:12:00 +0000 2017,AppleSupport,"@USER Thanks. If you need help with an Apple device, reply with the issue and the model."
gold_138,10005190,@AppleSupport you guys are the worst. that is all.,customer: @AppleSupport still happening after I restarted | brand: @USER Sorry it is not resolved yet. Let's try the next step.,other,ESCALATE,Severe complaint / repeated unresolved issue — human should own the tone.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Severe complaint / repeated unresolved issue — human should own the tone.),Wed Oct 11 02:59:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If you have a specific product issue, send a few details (device + what you see on screen) and we will try to help."
gold_139,10005096,@AppleSupport please follow me back,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Tue Oct 10 21:53:00 +0000 2017,AppleSupport,"@USER We cannot comment on other companies' plans or school filters. For an Apple product question, we are listening."
gold_140,10005308,@AppleSupport this is a tweet about Android being cheaper. thoughts?,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 07:48:00 +0000 2017,AppleSupport,"@USER Thanks. If you need help with an Apple device, reply with the issue and the model."
gold_141,10005470,@AppleSupport my Uber app crashes. fix your phone. iPhone X,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Third-party / off-topic; other. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 16:12:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If you have a specific product issue, send a few details (device + what you see on screen) and we will try to help."
gold_142,10005284,@AppleSupport why is the store in my mall so crowded on Saturday,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 06:38:00 +0000 2017,AppleSupport,"@USER We are here for product support rather than store crowds, carriers, or rumors. If something on your device is broken, tell us the model and iOS version."
gold_143,10004996,@AppleSupport I lost a bet and have to tweet you. nothing is wrong,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Tue Oct 10 17:13:00 +0000 2017,AppleSupport,"@USER We cannot comment on other companies' plans or school filters. For an Apple product question, we are listening."
gold_144,10005210,@AppleSupport is it true you are launching a car. asking for a friend,customer: @AppleSupport still happening after I restarted | brand: @USER Thanks for the extra detail. We are still looking at this with you.,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 03:55:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If you have a specific product issue, send a few details (device + what you see on screen) and we will try to help."
gold_145,10000328,@AppleSupport Mail and Safari freeze on iOS 11.0.2. iPhone 6. this started after the update,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 15:24:00 +0000 2017,AppleSupport,"@USER Let's check this. After the update, try a force restart (volume up, volume down, then hold the side button). Reply with what happens."
gold_146,10000914,@AppleSupport Touch ID / home button on iPhone X stopped working this morning,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 18:42:00 +0000 2017,AppleSupport,"@USER Sorry your iPhone X is acting up. Try an untested cable and wall adapter that meets Apple spec. If it still will not charge, this likely needs a hardware check — we recommend an Apple Store / authorized service appointment."
gold_147,10005344,@AppleSupport why is the store in my mall so crowded on Saturday,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 09:26:00 +0000 2017,AppleSupport,"@USER We are here for product support rather than store crowds, carriers, or rumors. If something on your device is broken, tell us the model and iOS version."
gold_148,10003808,"@AppleSupport two Apple Watch Series 3 charges, one order. shipping status is blank",,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 09:48:00 +0000 2017,AppleSupport,"@USER Address changes are only possible before the order ships, and only through the order specialist. DM the order number — we will not edit addresses on a public tweet."
gold_149,10004300,@AppleSupport how do I stop Mail from using cellular data,customer: @AppleSupport following up — no change | brand: @USER Thanks for the extra detail. We are still looking at this with you.,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 09:27:00 +0000 2017,AppleSupport,"@USER Screen recording is in Control Center on iOS 11.0.1: Settings > Control Center > Customize, add Screen Recording."
gold_150,10001994,@AppleSupport duplicate iTunes charge on my card today. I only bought one album,,billing_subscription,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Wed Oct 04 21:06:00 +0000 2017,AppleSupport,"@USER For Apple Music / iCloud subscriptions, check Settings > [your name] > Subscriptions. If you already cancelled and were billed again, DM us the Apple ID email so a specialist can review."
gold_151,10004288,@AppleSupport does iOS 10.3.3 let me record the screen without a Mac,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 08:12:00 +0000 2017,AppleSupport,@USER Wireless charging depends on the model. iPhone 8 and iPhone X support Qi. Older iPhones do not. We would not assume a third-party charger is certified.
gold_152,10004664,@AppleSupport where can I see battery usage by app on iOS 11.2,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Tue Oct 10 01:42:00 +0000 2017,AppleSupport,@USER Wireless charging depends on the model. iPhone 8 and iPhone X support Qi. Older iPhones do not. We would not assume a third-party charger is certified.
gold_153,10001434,@AppleSupport iCloud keychain and Apple ID keep asking me to sign in every 10 minutes,,apple_id_icloud,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Tue Oct 03 18:58:00 +0000 2017,AppleSupport,"@USER Sign-in loops after a restore often mean the Apple ID is still in a security lock. Try another network, then iforgot.apple.com. If it still fails, this has to go to account recovery."
gold_154,10000124,@AppleSupport iOS 10.3.3 made my iPad unusable. restarting. It's been two days.,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 05:50:00 +0000 2017,AppleSupport,"@USER If the device is looping on the Apple logo, connect it to a computer and check for recovery mode. We can walk you through that. Which computer OS do you have?"
gold_155,10003926,@AppleSupport I need to cancel my Apple Watch Series 3 order before it ships. site errors,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 15:17:00 +0000 2017,AppleSupport,@USER We cannot see your order from this public thread. Please DM the order number and the email used at checkout (not your password) so a specialist can check shipping status.
gold_156,10003538,"@AppleSupport I need last week's backup, not the one from this morning that overwrote it",,backup_storage,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Storage / backup explanation without confirmed data-loss language.),Sat Oct 07 21:12:00 +0000 2017,AppleSupport,"@USER iCloud storage numbers include Mail, backups, and iCloud Drive, not just photo count. Check Settings > [your name] > iCloud > Manage Storage and tell us what the biggest items are."
gold_157,10005050,@AppleSupport your commercials are better than the phones,customer: @AppleSupport still happening after I restarted | brand: @USER Sorry it is not resolved yet. Let's try the next step.,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Tue Oct 10 20:27:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If you have a specific product issue, send a few details (device + what you see on screen) and we will try to help."
gold_158,10001998,@AppleSupport charged for an in-app purchase that failed to deliver. want a refund,,billing_subscription,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Wed Oct 04 21:20:00 +0000 2017,AppleSupport,"@USER Kid / Family Sharing purchases: the organizer can turn on Ask to Buy. For the charge that already posted, use reportaproblem.apple.com — we cannot refund it in this thread."
gold_159,10003858,@AppleSupport apple Store said my iPhone X is ready but they cannot find it,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 12:08:00 +0000 2017,AppleSupport,"@USER Address changes are only possible before the order ships, and only through the order specialist. DM the order number — we will not edit addresses on a public tweet."
gold_160,10001828,@AppleSupport I requested a refund 5 days ago and have heard nothing. still charged,,billing_subscription,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Wed Oct 04 13:24:00 +0000 2017,AppleSupport,"@USER Unexpected App Store charges should be reviewed from reportaproblem.apple.com. If a purchase was accidental, start there. We cannot confirm a refund until that form is processed."
gold_161,10005378,@AppleSupport my nephew's school blocks iMessage. fix the school,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Third-party / off-topic; other. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 11:04:00 +0000 2017,AppleSupport,"@USER Thanks. If you need help with an Apple device, reply with the issue and the model."
gold_162,10003868,"@AppleSupport two iPhone X charges, one order. shipping status is blank",,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 12:36:00 +0000 2017,AppleSupport,"@USER Pickup emails sometimes lag. Check the Apple Store app under orders, or the Apple ID email. If the store cannot find it, DM us the reservation details."
gold_163,10004668,@AppleSupport how do I set up Do Not Disturb while driving,,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Tue Oct 10 01:56:00 +0000 2017,AppleSupport,"@USER Do Not Disturb is in Settings > Do Not Disturb, and also in Control Center (moon icon). On iOS 11.0 you can schedule it there."
gold_164,10001988,@AppleSupport how do I get a refund for an app my kid bought by accident,,billing_subscription,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Wed Oct 04 20:52:00 +0000 2017,AppleSupport,"@USER We can help look at a charge, but we cannot issue refunds on Twitter. Please DM the Apple ID email on the receipt (not a screenshot of your full card) and the date of the charge."
gold_165,10003126,@AppleSupport iCloud backup failed every night this week on Apple Watch,,backup_storage,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Storage / backup explanation without confirmed data-loss language.),Sat Oct 07 01:57:00 +0000 2017,AppleSupport,"@USER iCloud storage numbers include Mail, backups, and iCloud Drive, not just photo count. Check Settings > [your name] > iCloud > Manage Storage and tell us what the biggest items are."
gold_166,10002728,@AppleSupport personal hotspot drains and disconnects when my laptop joins,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Fri Oct 06 07:24:00 +0000 2017,AppleSupport,"@USER For Bluetooth drops, forget the accessory, toggle Bluetooth, and pair again while the case is open. Which accessory and iOS version are we looking at?"
gold_167,10002064,@AppleSupport why was I charged for iCloud 50GB when I am still on 5GB free,,billing_subscription,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Thu Oct 05 00:22:00 +0000 2017,AppleSupport,"@USER We can help look at a charge, but we cannot issue refunds on Twitter. Please DM the Apple ID email on the receipt (not a screenshot of your full card) and the date of the charge."
gold_168,10000938,@AppleSupport iPhone 7 gets burning hot even when I'm just texting. This is so frustrating.,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Mon Oct 02 19:52:00 +0000 2017,AppleSupport,"@USER Sorry your iPhone 8 is acting up. Try an untested cable and wall adapter that meets Apple spec. If it still will not charge, this likely needs a hardware check — we recommend an Apple Store / authorized service appointment."
gold_169,10004570,@AppleSupport how do I stop Notes from using cellular data,customer: @AppleSupport that did not work | brand: @USER Sorry it is not resolved yet. Let's try the next step.,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 22:03:00 +0000 2017,AppleSupport,"@USER Screen recording is in Control Center on iOS 10.3.3: Settings > Control Center > Customize, add Screen Recording."
gold_170,10004590,@AppleSupport how do I turn off Wi-Fi Assist on iOS 11.1?,customer: @AppleSupport still happening after I restarted | brand: @USER Thanks for the extra detail. We are still looking at this with you.,how_to_feature,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Mon Oct 09 22:59:00 +0000 2017,AppleSupport,@USER You can turn off Wi-Fi Assist in Settings > Cellular > Wi-Fi Assist (near the bottom). That setting is on by default on iOS 11.0.
gold_171,10000594,"@AppleSupport after updating iPhone 7 to 11.1, Safari closes as soon as I open it",,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Mon Oct 02 03:46:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If Notes is crashing on iOS 11.1, please update that app from the App Store and test again. If it continues, we can look at a backup + restore path."
gold_172,10000318,@AppleSupport can I roll back from iOS 10.3.3? iPad crashing constantly,,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 14:56:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If Photos is crashing on iOS 11.0, please update that app from the App Store and test again. If it continues, we can look at a backup + restore path."
gold_173,10003978,@AppleSupport Apple Store said my Apple Watch Series 3 is ready but they cannot find it,,order_purchase,ESCALATE,Order lookup and shipping exceptions are account-specific.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Order lookup and shipping exceptions are account-specific.),Sun Oct 08 17:44:00 +0000 2017,AppleSupport,"@USER Damaged delivery: please photograph the box and serial if visible, and DM the order number. Do not continue setup if you want a replacement review. We cannot approve a replacement here."
gold_174,10002154,@AppleSupport why was I charged for iCloud 50GB when I am still on 5GB free,,billing_subscription,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Thu Oct 05 04:34:00 +0000 2017,AppleSupport,"@USER Unexpected App Store charges should be reviewed from reportaproblem.apple.com. If a purchase was accidental, start there. We cannot confirm a refund until that form is processed."
gold_175,10000080,@AppleSupport iOS 11.1 update failed and my iPad Pro is stuck on the Apple logo,customer: @AppleSupport still happening after I restarted | brand: @USER Sorry it is not resolved yet. Let's try the next step.,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 04:31:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If Camera is crashing on iOS 11.2, please update that app from the App Store and test again. If it continues, we can look at a backup + restore path."
gold_176,10001844,@AppleSupport duplicate iTunes charge on my card today. I only bought one album,,billing_subscription,ESCALATE,Account or billing requests need an authenticated specialist; the agent cannot take those actions.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Account or billing requests need an authenticated specialist; the agent cannot take those actions.),Wed Oct 04 14:06:00 +0000 2017,AppleSupport,"@USER For Apple Music / iCloud subscriptions, check Settings > [your name] > Subscriptions. If you already cancelled and were billed again, DM us the Apple ID email so a specialist can review."
gold_177,10002960,@AppleSupport LTE is stuck on 3G / no service with a full SIM. iPhone 7 Plus,customer: @AppleSupport still happening after I restarted | brand: @USER Sorry it is not resolved yet. Let's try the next step.,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Fri Oct 06 18:55:00 +0000 2017,AppleSupport,@USER AirDrop needs Wi-Fi + Bluetooth on and the receiver set to Contacts Only or Everyone for 10 minutes. Are both devices signed into iCloud?
gold_178,10002566,@AppleSupport hotspot from iPad connects then loses internet immediately,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Thu Oct 05 23:49:00 +0000 2017,AppleSupport,"@USER For Bluetooth drops, forget the accessory, toggle Bluetooth, and pair again while the case is open. Which accessory and iOS version are we looking at?"
gold_179,10005228,@AppleSupport my nephew's school blocks iMessage. fix the school,,other,ESCALATE,Intent is unclear or off-topic; a human should decide whether to engage.,Third-party / off-topic; other. expected_action=ESCALATE (Intent is unclear or off-topic; a human should decide whether to engage.),Wed Oct 11 04:04:00 +0000 2017,AppleSupport,"@USER Thanks. If you need help with an Apple device, reply with the issue and the model."
gold_180,10002408,@AppleSupport cellular data barely works indoors on iPad Pro after nothing changed,,connectivity,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Thu Oct 05 16:28:00 +0000 2017,AppleSupport,"@USER If Wi-Fi is greyed out, try a force restart. If the toggle stays grey, that can be hardware or a deeper software fault — we may need a support ticket."
gold_181,10003528,@AppleSupport how do I recover contacts I lost when I set up iPhone 6 as new,,backup_storage,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Information / how-to request that can be answered from public documentation patterns.),Sat Oct 07 20:44:00 +0000 2017,AppleSupport,"@USER Photos missing after a restore may still be in iCloud.com > Photos. Please check there before we assume data loss. If they are not, this needs a specialist — do not keep restoring."
gold_182,10003246,@AppleSupport iCloud backup failed every night this week on iPhone 6s,,backup_storage,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Storage / backup explanation without confirmed data-loss language.),Sat Oct 07 07:33:00 +0000 2017,AppleSupport,"@USER Restore stuck: stay on Wi-Fi and power. If it does not move for several hours, we should look at a computer-based restore. Do you have a Mac or PC available?"
gold_183,10001138,@AppleSupport my iPhone 6s screen is unresponsive in the bottom third. hardware?,,hardware_device,ESCALATE,Hardware issues often require inspection; default to a human.,Primary intent from construction + labeling guide; single developer annotator. expected_action=ESCALATE (Hardware issues often require inspection; default to a human.),Tue Oct 03 05:12:00 +0000 2017,AppleSupport,"@USER Sorry your iPad is acting up. Try an untested cable and wall adapter that meets Apple spec. If it still will not charge, this likely needs a hardware check — we recommend an Apple Store / authorized service appointment."
gold_184,10000130,@AppleSupport Safari keeps crashing on iOS 11.0 iPhone 7,customer: @AppleSupport I already tried that yesterday | brand: @USER Sorry it is not resolved yet. Let's try the next step.,ios_update_bug,AUTO_HANDLE,,Primary intent from construction + labeling guide; single developer annotator. expected_action=AUTO_HANDLE (Generic troubleshooting is historically handled in-thread without account access.),Sun Oct 01 06:51:00 +0000 2017,AppleSupport,"@USER Thanks for writing in. If Notes is crashing on iOS 11.0, please update that app from the App Store and test again. If it continues, we can look at a backup + restore path."
